Title,Title_URL,Image,Date,Price,housing,Keywords,resulthood,Field1,Field2
"Immediate: One Bedroom, Modern, Pet Friendly, Downtown",https://victoria.craigslist.org/apa/d/victoria-immediate-one-bedroom-modern/7291042226.html,https://images.craigslist.org/00O0O_j5hAfh02s2tz_0CI0pK_300x300.jpg,Mar 13,"$1,540","
                    1br -
                    517ft2 -
                ","
                    pic
                    13.4km
                ", (Victoria),1Ba,517
"Stunning Chinatown Loft - Available April 15, 2021",https://victoria.craigslist.org/apa/d/victoria-stunning-chinatown-loft/7284294970.html,https://images.craigslist.org/00909_9oPrdQ3U8Pcz_0t20CI_300x300.jpg,Mar 10,"$2,800","
                    2br -
                    880ft2 -
                ","
                    pic
                    13.4km
                ", (victoria),2Ba,880
Herald Building-Large Bachelor-Available Now,https://victoria.craigslist.org/apa/d/victoria-herald-building-large-bachelor/7274461495.html,https://images.craigslist.org/00L0L_2zqopoRpaf8z_0jm09G_300x300.jpg,Mar  8,"$1,975","
                    1150ft2 -
                ","
                    pic
                    13.4km
                ",,1Ba,1150
Ross Terrace: Where Location is a Central Perk.,https://victoria.craigslist.org/apa/d/victoria-ross-terrace-where-location-is/7261399685.html,https://images.craigslist.org/00y0y_2qrZhpaNp91z_1sU0Yh_300x300.jpg,Feb 11,"$1,315",,"
                    pic
                    13.4km
                ",,1Ba,
"Studio Apartment,  April 1st",https://victoria.craigslist.org/apa/d/victoria-studio-apartment-april-1st/7288541734.html,https://images.craigslist.org/00W0W_9NF090f1f9az_0lv0g8_300x300.jpg,Mar 13,"$1,299","
                    455ft2 -
                ","
                    pic
                    13.4km
                ",,1Ba,455
"Designer/Luxury, Downtown, 2-story Loft Condo at The Hudson_Furnished",https://victoria.craigslist.org/apa/d/victoria-designer-luxury-downtown-story/7272694348.html,https://images.craigslist.org/00x0x_bTuAYWPFqYXz_0ak07K_300x300.jpg,Mar  3,"$3,500","
                    2br -
                    885ft2 -
                ","
                    pic
                    13.4km
                ", (Victoria),2Ba,885
Bachelor Suite available April 7th,https://victoria.craigslist.org/apa/d/victoria-bachelor-suite-available-april/7288948394.html,https://images.craigslist.org/00k0k_h6dSjDkvV6Zz_0lM0t2_300x300.jpg,Mar  9,"$1,050",,"
                    pic
                    13.4km
                ", (James Bay),1Ba,
Bright/Character 1-Bedroom Suite - Downtown Victoria,https://victoria.craigslist.org/apa/d/victoria-bright-character-bedroom-suite/7288976749.html,https://images.craigslist.org/00E0E_64g5ON35mJnz_0CI0pO_300x300.jpg,Mar 12,"$1,495","
                    1br -
                    525ft2 -
                ","
                    pic
                    13.4km
                ", (Victoria),1Ba,525
Charming - 1 Bedroom Suite in Heritage Building – Downtown Victoria,https://victoria.craigslist.org/apa/d/victoria-charming-bedroom-suite-in/7288981911.html,https://images.craigslist.org/01515_k1s6UP1fh8Ez_0CI0pO_300x300.jpg,Mar 12,"$1,495","
                    1br -
                    550ft2 -
                ","
                    pic
                    13.4km
                ", (Victoria),1Ba,550
The Churchill on Yates 1-Bed Suite - Apply Now!,https://victoria.craigslist.org/apa/d/victoria-the-churchill-on-yates-bed/7275632284.html,https://images.craigslist.org/00R0R_b1JENix8KACz_0CI0pO_300x300.jpg,Mar 10,"$1,495","
                    1br -
                    550ft2 -
                ","
                    pic
                    13.4km
                ", (Downtown Victoria),1Ba,550
2 bedroom 1 bathroom downtown,https://victoria.craigslist.org/apa/d/victoria-bedroom-bathroom-downtown/7283516303.html,https://images.craigslist.org/00F0F_d3UegINfOiSz_0CI0t2_300x300.jpg,Feb 26,"$2,200","
                    2br -
                    840ft2 -
                ","
                    pic
                    13.5km
                ", (Victoria),1Ba,840
EXECUTIVE 15TH FLR CORNER UNIT FURNISHED PANORAMIC VIEWS ALL INCLUSIVE,https://victoria.craigslist.org/apa/d/victoria-executive-15th-flr-corner-unit/7283021086.html,https://images.craigslist.org/00V0V_lmcDwAhI3mbz_07K05O_300x300.jpg,Feb 26,"$2,500","
                    1br -
                    855ft2 -
                ","
                    pic
                    13.5km
                ", (DOWNTOWN VICTORIA),1Ba,855
DOWNTOWN - FURNISHED ONE BED & DEN,https://victoria.craigslist.org/apa/d/victoria-downtown-furnished-one-bed-den/7286006728.html,https://images.craigslist.org/00n0n_fJXJ7BOt0w3z_0jm0cU_300x300.jpg,Mar  3,"$2,950","
                    1br -
                ","
                    pic
                    13.5km
                ", (Downtown),1Ba,
EXECUTIVE LARGE CORNER UNIT PANORAMIC VIEWS ALL INCLUSIVE,https://victoria.craigslist.org/apa/d/victoria-executive-large-corner-unit/7288592226.html,https://images.craigslist.org/00e0e_aLPATA1LjBEz_07K05O_300x300.jpg,Mar  9,"$2,400","
                    1br -
                    855ft2 -
                ","
                    pic
                    13.5km
                ", (DOWNTOWN VICTORIA),1Ba,855
Downtown 2br/2ba furnished,https://victoria.craigslist.org/apa/d/victoria-downtown-2br-2ba-furnished/7289355031.html,https://images.craigslist.org/00j0j_hfkEakQ94CRz_0lM0t2_300x300.jpg,Mar 10,"$2,350","
                    2br -
                    1060ft2 -
                ","
                    pic
                    13.5km
                ", (Victoria),2Ba,1060
Furnished One Bedroom Luxury Apartment,https://victoria.craigslist.org/apa/d/victoria-furnished-one-bedroom-luxury/7287508931.html,https://images.craigslist.org/00D0D_14dvFoFPriSz_0f40a3_300x300.jpg,Mar  6,"$2,550","
                    1br -
                    803ft2 -
                ","
                    pic
                    13.5km
                ", (Downtown),1Ba,803
The Imperial Topaz Suite,https://victoria.craigslist.org/apa/d/victoria-the-imperial-topaz-suite/7274516137.html,,Feb  8,"$2,610","
                    1br -
                ","
                    13.5km
                ",,1Ba,
The Northern Lights 2BD/1BR,https://victoria.craigslist.org/apa/d/victoria-the-northern-lights-2bd-1br/7274654467.html,,Feb  8,"$3,300","
                    2br -
                ","
                    13.5km
                ", (Victoria),1Ba,
The Black Pearl Suite 1BD + 1BA,https://victoria.craigslist.org/apa/d/victoria-the-black-pearl-suite-1bd-1ba/7274664529.html,,Feb  8,"$2,610","
                    1br -
                ","
                    13.5km
                ",,1Ba,
"Furnished 3 bedrooms, 2 bath and 1.5 kitchen basement suite, May 1st",https://victoria.craigslist.org/apa/d/victoria-furnished-bedrooms-bath-and-15/7274221663.html,https://images.craigslist.org/00z0z_4RQMVyqQAciz_0uY0hq_300x300.jpg,Feb  7,"$2,500","
                    3br -
                    1300ft2 -
                ","
                    pic
                    13.6km
                ", (Victoria),1Ba,
James Bay 1BR duplex and yard April 1,https://victoria.craigslist.org/apa/d/victoria-james-bay-1br-duplex-and-yard/7287055607.html,https://images.craigslist.org/00x0x_3Zh2gV2av7Vz_0lM0t2_300x300.jpg,Mar 13,"$1,625","
                    1br -
                ","
                    pic
                    13.6km
                ", (Government Street),1Ba,
Updated and Sunny - Kirkcauldy,https://victoria.craigslist.org/apa/d/victoria-updated-and-sunny-kirkcauldy/7281263413.html,https://images.craigslist.org/00202_qYbfADjITkz_0kE0dK_300x300.jpg,Mar 12,"$1,395","
                    1br -
                    654ft2 -
                ","
                    pic
                    13.6km
                ", (James Bay),1Ba,654
$1550 Furnished 1 Bedroom Apartment,https://victoria.craigslist.org/apa/d/victoria-1550-furnished-bedroom/7280406921.html,https://images.craigslist.org/00D0D_fy5Dn79sDiaz_0CI0t2_300x300.jpg,Feb 20,"$1,550","
                    1br -
                ","
                    pic
                    13.6km
                ", (James Bay),1Ba,
"24 hour on-site management, Private balconies, LED lighting",https://victoria.craigslist.org/apa/d/victoria-24-hour-on-site-management/7254555297.html,https://images.craigslist.org/00c0c_1QmfiUJuJmjz_0ak08k_300x300.jpg,Jan 28,"$2,060","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"Roof top patio, One and two bedroom suites, LED lighting",https://victoria.craigslist.org/apa/d/victoria-roof-top-patio-one-and-two/7254995615.html,https://images.craigslist.org/00L0L_dbfWgAMb7j6z_0ak08k_300x300.jpg,Jan 30,"$1,965","
                    2br -
                    648ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,648
"Private balconies, 100% smoke-free, One and two bedroom suites",https://victoria.craigslist.org/apa/d/victoria-private-balconies-100-smoke/7255912375.html,https://images.craigslist.org/01212_56aXD8UPpJzz_0ak08k_300x300.jpg,Jan 31,"$1,725","
                    1br -
                    601ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,601
"Rooftop patio, Underground parking, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-rooftop-patio-underground/7255915056.html,https://images.craigslist.org/00u0u_iYj3LJABi8wz_0ak08k_300x300.jpg,Jan 31,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Elevators, Six appliances including in-suite laundry, LED lighting",https://victoria.craigslist.org/apa/d/victoria-elevators-six-appliances/7256832229.html,https://images.craigslist.org/00q0q_g1M0Ka0iErPz_0ak08k_300x300.jpg,Feb  2,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Six appliances including in-suite laundry, LED lighting, Elevators",https://victoria.craigslist.org/apa/d/victoria-six-appliances-including-in/7257108699.html,https://images.craigslist.org/00G0G_80YnSsOJtcOz_0ak08k_300x300.jpg,Feb  2,"$2,060","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"Rooftop patio, 100% smoke-free, Elevators",https://victoria.craigslist.org/apa/d/victoria-rooftop-patio-100-smoke-free/7257109034.html,https://images.craigslist.org/01616_9Vy3onKw4Laz_0ak08k_300x300.jpg,Feb  3,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Private balconies, One and two bedroom suites, Underground parking",https://victoria.craigslist.org/apa/d/victoria-private-balconies-one-and-two/7257676966.html,https://images.craigslist.org/00M0M_hM6E5y5Qengz_0ak08k_300x300.jpg,Feb  3,"$2,060","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"Ceramic tile flooring, Private balconies, Rooftop patio",https://victoria.craigslist.org/apa/d/victoria-ceramic-tile-flooring-private/7258638412.html,https://images.craigslist.org/00q0q_aoDaIcZSaxez_0ak08k_300x300.jpg,Feb  5,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"24 hour on-site management, LED lighting, One and two bedroom suites",https://victoria.craigslist.org/apa/d/victoria-24-hour-on-site-management-led/7258978814.html,https://images.craigslist.org/00N0N_h0lqygPTI3cz_0ak08k_300x300.jpg,Feb  6,"$2,060","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"Ceramic tile flooring, Underground parking, LED lighting",https://victoria.craigslist.org/apa/d/victoria-ceramic-tile-flooring/7259062846.html,https://images.craigslist.org/00r0r_6TsE6ibWVu7z_0ak08k_300x300.jpg,Feb  5,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Ceramic tile flooring, One and two bedroom suites, Private balconies",https://victoria.craigslist.org/apa/d/victoria-ceramic-tile-flooring-one-and/7259063881.html,https://images.craigslist.org/00N0N_30MD0wEFoh0z_0ak08k_300x300.jpg,Feb  6,"$2,060","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"One and two bedroom suites, Elevators, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-one-and-two-bedroom-suites/7259156318.html,https://images.craigslist.org/00t0t_3Ii1ZQP5hVFz_0ak08k_300x300.jpg,Feb  7,"$1,640","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Private balconies, One and two bedroom suites, Rooftop patio",https://victoria.craigslist.org/apa/d/victoria-private-balconies-one-and-two/7259157336.html,https://images.craigslist.org/00O0O_eHA0eRHVI2Nz_0ak08k_300x300.jpg,Feb  5,"$1,995","
                    2br -
                    665ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,665
"LED lighting, Elevators, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-led-lighting-elevators-100/7259158063.html,https://images.craigslist.org/00303_hSbjRjpqDHTz_0ak08k_300x300.jpg,Feb  6,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Private balconies, Underground parking, Rooftop patio",https://victoria.craigslist.org/apa/d/victoria-private-balconies-underground/7259209958.html,https://images.craigslist.org/00c0c_2IxaNvgvesBz_0ak08k_300x300.jpg,Feb  2,"$1,640","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Ceramic tile flooring, Underground parking, Private balconies",https://victoria.craigslist.org/apa/d/victoria-ceramic-tile-flooring/7261066618.html,https://images.craigslist.org/00303_kILur0g95Wwz_0ak08k_300x300.jpg,Feb 10,"$2,060","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"LED lighting, Private balconies, Ceramic tile flooring",https://victoria.craigslist.org/apa/d/victoria-led-lighting-private-balconies/7261069240.html,https://images.craigslist.org/00303_lIyGWi9aE29z_0ak08k_300x300.jpg,Feb 10,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"One and two bedroom suites, LED lighting, Ceramic tile flooring",https://victoria.craigslist.org/apa/d/victoria-one-and-two-bedroom-suites-led/7261538155.html,https://images.craigslist.org/01010_j7PGacASEqHz_0ak08k_300x300.jpg,Feb 10,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"100% smoke-free, Rooftop patio, Ceramic tile flooring",https://victoria.craigslist.org/apa/d/victoria-100-smoke-free-rooftop-patio/7261539827.html,https://images.craigslist.org/00H0H_a5vqeWlhYWBz_0ak08k_300x300.jpg,Feb 12,"$1,995","
                    2br -
                    665ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,665
"Ceramic tile flooring, Elevators, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-ceramic-tile-flooring/7261695792.html,https://images.craigslist.org/00606_9f0qx8y5mrHz_0ak08k_300x300.jpg,Feb 11,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Private balconies, Ceramic tile flooring, 24 hour on-site management",https://victoria.craigslist.org/apa/d/victoria-private-balconies-ceramic-tile/7261696353.html,https://images.craigslist.org/00r0r_bo7blbKcAJbz_0ak08k_300x300.jpg,Feb 11,"$1,995","
                    2br -
                    665ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,665
"Private balconies, Rooftop patio, Underground parking",https://victoria.craigslist.org/apa/d/victoria-private-balconies-rooftop/7261696876.html,https://images.craigslist.org/00Q0Q_8x6PULpWKCz_0ak08k_300x300.jpg,Feb 11,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Quartz countertops, Elevators, 24 hour on-site management",https://victoria.craigslist.org/apa/d/victoria-quartz-countertops-elevators/7262081060.html,https://images.craigslist.org/00J0J_cVLHqdGVFEKz_0ak08k_300x300.jpg,Feb 11,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Rooftop patio, 24 hour on-site management, One and two bedroom suites",https://victoria.craigslist.org/apa/d/victoria-rooftop-patio-24-hour-on-site/7262084985.html,https://images.craigslist.org/00F0F_7ER1MxR4ECfz_0ak08k_300x300.jpg,Feb 11,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Ceramic tile flooring, 24 hour on-site management, Rooftop patio",https://victoria.craigslist.org/apa/d/victoria-ceramic-tile-flooring-24-hour/7262202846.html,https://images.craigslist.org/00303_hERku133ab4z_0ak08k_300x300.jpg,Feb 11,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"LED lighting, Ceramic tile flooring, One and two bedroom suites",https://victoria.craigslist.org/apa/d/victoria-led-lighting-ceramic-tile/7263636528.html,https://images.craigslist.org/00505_htni0iJpK4Mz_0ak08k_300x300.jpg,Feb 15,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Elevators, One and two bedroom suites, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-elevators-one-and-two-bedroom/7263643107.html,https://images.craigslist.org/00i0i_9OYDnIu0OAjz_0ak08k_300x300.jpg,Feb 16,"$2,275","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Six appliances including in-suite laundry, Elevators, LED lighting",https://victoria.craigslist.org/apa/d/victoria-six-appliances-including-in/7264212545.html,https://images.craigslist.org/00808_adcIpGXXugUz_0ak08k_300x300.jpg,Feb 16,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Gas BBQ, Quartz countertops, Rooftop patio",https://victoria.craigslist.org/apa/d/victoria-gas-bbq-quartz-countertops/7264788580.html,https://images.craigslist.org/00N0N_fQXsNA6Hq2xz_0ak08k_300x300.jpg,Feb 17,"$1,605","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
Rooftop Patio w/BBQ; 6 Appliances  w/In-Suite Laundry; Fast Elevators,https://victoria.craigslist.org/apa/d/victoria-rooftop-patio-bbq-appliances/7265588412.html,https://images.craigslist.org/00B0B_9pnWLlT2zaFz_0ak08k_300x300.jpg,Feb 19,"$1,595","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"24 hour on-site management, One and two bedroom suites, LED lighting",https://victoria.craigslist.org/apa/d/victoria-24-hour-on-site-management-one/7265756613.html,https://images.craigslist.org/00W0W_bSdC9DZvu7Xz_0ak08k_300x300.jpg,Feb 19,"$1,595","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Quartz countertops, LED lighting, Ceramic tile flooring",https://victoria.craigslist.org/apa/d/victoria-quartz-countertops-led/7266318586.html,https://images.craigslist.org/00y0y_duwLOHawGdaz_0ak08k_300x300.jpg,Feb 19,"$1,595","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"24 hour on-site management, Elevators, Underground parking",https://victoria.craigslist.org/apa/d/victoria-24-hour-on-site-management/7266319289.html,https://images.craigslist.org/01212_3PdytZVKkBnz_0ak08k_300x300.jpg,Feb 19,"$1,995","
                    2br -
                    676ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,676
"Quartz countertops, 24 hour on-site management, Underground parking",https://victoria.craigslist.org/apa/d/victoria-quartz-countertops-24-hour-on/7266740353.html,https://images.craigslist.org/00101_evSHI7pwrg2z_0ak08k_300x300.jpg,Feb 21,"$1,575","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Six appliances including in-suite laundry, Roof top patio, Elevators",https://victoria.craigslist.org/apa/d/victoria-six-appliances-including-in/7267151708.html,https://images.craigslist.org/00k0k_bkj8jqBLGNoz_0ak08k_300x300.jpg,Feb 22,"$1,575","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
Insuite Laundry;Rooftop Patio w/BBQ; LED Lighting; 24HR Mgmt On-site,https://victoria.craigslist.org/apa/d/victoria-insuite-laundryrooftop-patio/7269273449.html,https://images.craigslist.org/00S0S_fg51fP3pgBnz_0ak08k_300x300.jpg,Feb 26,"$1,575","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"100% smoke-free, Quartz countertops, Private balconies",https://victoria.craigslist.org/apa/d/victoria-100-smoke-free-quartz/7271117504.html,https://images.craigslist.org/00j0j_1xtuyDgaiTmz_0ak08k_300x300.jpg,Mar  1,"$1,575","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Elevators, 100% smoke-free, Gas BBQ",https://victoria.craigslist.org/apa/d/victoria-elevators-100-smoke-free-gas/7271556836.html,https://images.craigslist.org/00j0j_eTTEew4E3yPz_0ak08k_300x300.jpg,Mar  3,"$1,575","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Quartz countertops, 100% smoke-free, Private balconies",https://victoria.craigslist.org/apa/d/victoria-quartz-countertops-100-smoke/7272062095.html,https://images.craigslist.org/00J0J_4QcroUEcbfMz_0ak08k_300x300.jpg,Mar  4,"$1,575","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"24 hour on-site management, Rooftop patio, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-24-hour-on-site-management/7282776174.html,https://images.craigslist.org/00Z0Z_97aeVtHBzGvz_0ak08k_300x300.jpg,Mar 14,"$1,790","
                    1br -
                    645ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,645
"Six appliances including in-suite laundry, Rooftop patio, LED lighting",https://victoria.craigslist.org/apa/d/victoria-six-appliances-including-in/7282776828.html,https://images.craigslist.org/00I0I_cLuaF8OzpPYz_0ak08k_300x300.jpg,Mar 14,"$2,400","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"LED lighting, 24 hour on-site management, Elevators",https://victoria.craigslist.org/apa/d/victoria-led-lighting-24-hour-on-site/7283427707.html,https://images.craigslist.org/00t0t_eHayELSBv6Pz_0ak08k_300x300.jpg,Mar 13,"$1,790","
                    1br -
                    645ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,645
"Elevators, Six appliances including in-suite laundry, 100% smoke-free",https://victoria.craigslist.org/apa/d/victoria-elevators-six-appliances/7284243254.html,https://images.craigslist.org/00o0o_iJRtvwvABS8z_0ak08k_300x300.jpg,Mar 12,"$1,790","
                    1br -
                    645ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,645
"Underground parking, Private balconies, One and two bedroom suites",https://victoria.craigslist.org/apa/d/victoria-underground-parking-private/7284343590.html,https://images.craigslist.org/00404_2YoBFFrO0Miz_0ak08k_300x300.jpg,Mar 12,"$1,625","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
"Gas BBQ, Six appliances including in-suite laundry, Quartz countertops",https://victoria.craigslist.org/apa/d/victoria-gas-bbq-six-appliances/7285491570.html,https://images.craigslist.org/00e0e_8spNYaBO9OYz_0ak08k_300x300.jpg,Mar 13,"$2,400","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Elevators, Six appliances including in-suite laundry, LED lighting",https://victoria.craigslist.org/apa/d/victoria-elevators-six-appliances/7285957335.html,https://images.craigslist.org/00u0u_2PQINTxyKl5z_0ak08k_300x300.jpg,Mar 12,"$2,400","
                    2br -
                    808ft2 -
                ","
                    pic
                    13.6km
                ",,2Ba,808
"Private balconies, LED lighting, Underground parking",https://victoria.craigslist.org/apa/d/victoria-private-balconies-led-lighting/7285958893.html,https://images.craigslist.org/00606_4jHijyqHQY5z_0ak08k_300x300.jpg,Mar 12,"$1,625","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.6km
                ",,1Ba,540
Studio for Rent on Cordova Bay Rd,https://victoria.craigslist.org/apa/d/victoria-studio-for-rent-on-cordova-bay/7288774889.html,https://images.craigslist.org/00U0U_ekFd2DLQw7Mz_07e04Q_300x300.jpg,Mar  9,"$1,000",,"
                    pic
                    13.6km
                ",,1Ba,
Epic Ocean and Mountain Views from this downtown suite - All Inclusive,https://victoria.craigslist.org/apa/d/victoria-epic-ocean-and-mountain-views/7267769520.html,https://images.craigslist.org/00c0c_6anJDrbl2Gp_0jm0cU_300x300.jpg,Feb 18,"$2,250","
                    1br -
                    700ft2 -
                ","
                    pic
                    13.7km
                ", (Downtown Victoria),1Ba,700
Fully Furnished Bachelor Suite - April 1 (Central Vic),https://victoria.craigslist.org/apa/d/fully-furnished-bachelor-suite-april/7287906728.html,https://images.craigslist.org/01515_4F9cqLj5BCd_0c607N_300x300.jpg,Mar  7,"$1,195",,"
                    pic
                    13.7km
                ", (Quadra/Fernwood),1Ba,
Watson Apartments-1 Bedroom Suite-Available Now,https://victoria.craigslist.org/apa/d/victoria-watson-apartments-bedroom/7279330362.html,https://images.craigslist.org/00r0r_fshlgbsPHQsz_0jm09G_300x300.jpg,Mar 11,"$1,250","
                    1br -
                ","
                    pic
                    13.7km
                ",,1Ba,
806-848 Yates St - Available Immediately,https://victoria.craigslist.org/apa/d/victoria-yates-st-available-immediately/7269270846.html,https://images.craigslist.org/00Q0Q_d4K2VDBMySqz_0gw0co_300x300.jpg,Feb 26,"$2,195","
                    2br -
                    860ft2 -
                ","
                    pic
                    13.7km
                ", (Downtown),2Ba,860
Fairhill Apartments-2 Bedrooms-Available March 15th,https://victoria.craigslist.org/apa/d/victoria-fairhill-apartments-bedrooms/7286382799.html,https://images.craigslist.org/00C0C_eTmCY7jWlsdz_0jm09G_300x300.jpg,Mar 11,"$1,575","
                    2br -
                    800ft2 -
                ","
                    pic
                    13.7km
                ",,1Ba,800
Brand New! Luxury! Parking Included!,https://victoria.craigslist.org/apa/d/victoria-brand-new-luxury-parking/7261721839.html,https://images.craigslist.org/00e0e_klb1ntcI5T_0uY0qy_300x300.jpg,Feb 10,"$1,900","
                    1br -
                    565ft2 -
                ","
                    pic
                    13.7km
                ", (Downtown Victoria),1Ba,565
Yates on Yates 1 bed 1 bath - 848 Yates,https://victoria.craigslist.org/apa/d/victoria-yates-on-yates-bed-bath-yates/7269013050.html,https://images.craigslist.org/01010_fSF9qDotPbhz_0CI0pO_300x300.jpg,Jan 28,"$2,625","
                    1br -
                    500ft2 -
                ","
                    pic
                    13.7km
                ", (Victoria),1Ba,565
"New, Furnished Downtown Condo",https://victoria.craigslist.org/apa/d/victoria-new-furnished-downtown-condo/7274192544.html,https://images.craigslist.org/00l0l_eXWvwZXgG6Q_1320MM_300x300.jpg,Feb  7,"$2,100","
                    1br -
                    540ft2 -
                ","
                    pic
                    13.7km
                ", (Victoria),1Ba,540
Brand New! Luxury! Parking Included!,https://victoria.craigslist.org/apa/d/victoria-brand-new-luxury-parking/7280264429.html,https://images.craigslist.org/00N0N_klb1ntcI5Tz_0uY0qy_300x300.jpg,Mar 13,"$1,900","
                    1br -
                    565ft2 -
                ","
                    pic
                    13.7km
                ", (Downtown Victoria),1Ba,565
Brand New 1BR @ Yates on Yates,https://victoria.craigslist.org/apa/d/victoria-brand-new-1br-yates-on-yates/7286997766.html,https://images.craigslist.org/00D0D_ct0Dw2kkHEPz_0uY0kE_300x300.jpg,Mar 11,"$2,150","
                    1br -
                    580ft2 -
                ","
                    pic
                    13.7km
                ", (Victoria),1Ba,580
Executive 1 bedroom in the Historic Humboldt House,https://victoria.craigslist.org/apa/d/victoria-executive-bedroom-in-the/7286017642.html,https://images.craigslist.org/00W0W_1iHqhzng262z_08405o_300x300.jpg,Mar  3,"$2,150","
                    1br -
                ","
                    pic
                    13.7km
                ", (Humboldt St),1Ba,
Downtown Bachelor Apartment for Rent,https://victoria.craigslist.org/apa/d/victoria-downtown-bachelor-apartment/7291376757.html,https://images.craigslist.org/00t0t_jXDreDr3cWcz_0cU0gI_300x300.jpg,Mar 14,"$1,350","
                    280ft2 -
                ","
                    pic
                    13.7km
                ", (Victoria),1Ba,280
827 Fairfield Road - Top Floor Condo in City Place,https://victoria.craigslist.org/apa/d/victoria-827-fairfield-road-top-floor/7278449909.html,https://images.craigslist.org/00U0U_amSk79Sn8gbz_0ww0oo_300x300.jpg,Mar 11,"$2,250","
                    2br -
                    806ft2 -
                ","
                    pic
                    13.8km
                ", (Downtown),2Ba,806
